userid,register_time,country,,,,
14758,26/03/2017,TH,,,,
14762,23/02/2017,SG,,,,
14769,23/01/2017,PH,,,,
14770,5/01/2017,ID,,,,
14774,24/01/2017,TH,,,,
14779,13/04/2017,MY,,,,
14789,25/02/2017,VN,,,,
14799,8/05/2017,PH,,,,
14802,14/03/2017,ID,,,,
14803,19/01/2017,PH,,,,
14807,2/02/2017,SG,,,,
14809,2/04/2017,TH,,,,
14813,5/03/2017,ID,,,,
14821,26/01/2017,TW,,,,
14825,29/05/2017,TH,,,,
14833,27/05/2017,SG,,,,
14839,17/02/2017,MY,,,,
14846,13/02/2017,MY,,,,
14854,14/04/2017,TH,,,,
14863,29/01/2017,TW,,,,
14873,13/05/2017,TH,,,,
14874,5/01/2017,TH,,,,
14876,6/04/2017,MY,,,,
14879,21/03/2017,VN,,,,
14884,13/03/2017,SG,,,,
14888,22/02/2017,PH,,,,
14890,3/03/2017,VN,,,,
14899,3/01/2017,VN,,,,
14907,8/03/2017,TW,,,,
14913,30/04/2017,SG,,,,
14923,23/03/2017,TH,,,,
14925,13/01/2017,VN,,,,
14931,21/04/2017,PH,,,,
14936,28/02/2017,TH,,,,
14946,3/04/2017,VN,,,,
14950,20/01/2017,ID,,,,
14958,7/01/2017,PH,,,,
14959,8/04/2017,ID,,,,
14960,28/01/2017,PH,,,,
14967,16/02/2017,SG,,,,
14971,8/05/2017,VN,,,,
14980,28/01/2017,MY,,,,
14986,10/01/2017,VN,,,,
14992,26/01/2017,TW,,,,
14993,26/01/2017,TH,,,,
15001,20/01/2017,TH,,,,
15003,3/05/2017,ID,,,,
15009,23/01/2017,SG,,,,
15017,3/01/2017,MY,,,,
15021,6/01/2017,ID,,,,
15023,8/05/2017,VN,,,,
15032,27/01/2017,ID,,,,
15033,26/01/2017,TW,,,,
15043,12/04/2017,MY,,,,
15053,10/05/2017,TH,,,,
15057,11/04/2017,TW,,,,
15062,11/05/2017,SG,,,,
15067,12/03/2017,VN,,,,
15072,6/03/2017,SG,,,,
15082,3/04/2017,TH,,,,
15083,10/04/2017,MY,,,,
15092,25/04/2017,VN,,,,
15095,3/03/2017,SG,,,,
15105,18/02/2017,TH,,,,
15115,7/03/2017,TW,,,,
15123,15/05/2017,TW,,,,
15124,21/04/2017,PH,,,,
15133,17/04/2017,TH,,,,
15143,17/03/2017,VN,,,,
15150,2/01/2017,TH,,,,
15152,7/05/2017,TW,,,,
15158,9/04/2017,TW,,,,
15165,5/01/2017,SG,,,,
15166,22/02/2017,TW,,,,
15172,7/04/2017,VN,,,,
15173,11/03/2017,TW,,,,
15176,1/02/2017,TW,,,,
15184,23/05/2017,VN,,,,
15193,13/03/2017,VN,,,,
15194,28/01/2017,TW,,,,
15198,14/01/2017,ID,,,,
15204,27/05/2017,SG,,,,
15214,7/03/2017,TW,,,,
15220,30/01/2017,PH,,,,
15226,12/01/2017,MY,,,,
15236,20/01/2017,PH,,,,
15238,20/05/2017,PH,,,,
15247,9/02/2017,MY,,,,
15252,3/03/2017,SG,,,,
15262,21/04/2017,VN,,,,
15265,27/05/2017,ID,,,,
15273,2/01/2017,TH,,,,
15275,28/04/2017,VN,,,,
15282,29/05/2017,VN,,,,
15286,17/05/2017,PH,,,,
15293,7/03/2017,VN,,,,
15303,13/03/2017,PH,,,,
15306,8/02/2017,ID,,,,
15307,13/05/2017,MY,,,,
15317,23/03/2017,PH,,,,
15327,27/04/2017,VN,,,,
15332,7/05/2017,ID,,,,
15338,12/04/2017,MY,,,,
15341,10/04/2017,TW,,,,
15343,3/04/2017,MY,,,,
15348,10/02/2017,SG,,,,
15357,29/01/2017,MY,,,,
15359,7/02/2017,VN,,,,
15362,9/05/2017,ID,,,,
15363,28/05/2017,VN,,,,
15368,11/03/2017,SG,,,,
15370,3/05/2017,ID,,,,
15373,10/02/2017,PH,,,,
15380,17/05/2017,MY,,,,
15383,1/01/2017,ID,,,,
15388,17/01/2017,PH,,,,
15397,18/01/2017,VN,,,,
15400,14/05/2017,TH,,,,
15406,11/02/2017,VN,,,,
15409,13/04/2017,TW,,,,
15419,8/05/2017,VN,,,,
15424,30/01/2017,SG,,,,
15427,20/05/2017,TH,,,,
15431,20/01/2017,ID,,,,
15438,18/01/2017,ID,,,,
15442,13/04/2017,ID,,,,
15445,2/02/2017,PH,,,,
15446,16/01/2017,TW,,,,
15452,23/05/2017,TH,,,,
15459,1/02/2017,SG,,,,
15463,14/01/2017,SG,,,,
15467,29/04/2017,TH,,,,
15470,29/04/2017,SG,,,,
15476,2/02/2017,PH,,,,
15482,23/01/2017,MY,,,,
15490,24/03/2017,PH,,,,
15494,6/02/2017,MY,,,,
15502,24/03/2017,MY,,,,
15505,20/04/2017,PH,,,,
15515,10/04/2017,VN,,,,
15523,10/01/2017,MY,,,,
15533,27/02/2017,MY,,,,
15542,8/03/2017,PH,,,,
15546,12/04/2017,VN,,,,
15551,14/05/2017,ID,,,,
15559,27/02/2017,TW,,,,
15567,15/03/2017,TH,,,,
15573,9/02/2017,PH,,,,
15576,30/01/2017,VN,,,,
15579,15/04/2017,PH,,,,
15586,29/04/2017,TH,,,,
15594,18/01/2017,VN,,,,
15600,12/03/2017,TW,,,,
15608,19/03/2017,VN,,,,
15618,16/03/2017,TH,,,,
15628,11/04/2017,ID,,,,
15638,25/03/2017,TW,,,,
15641,9/05/2017,ID,,,,
15645,6/01/2017,VN,,,,
15649,11/03/2017,TW,,,,
15651,28/02/2017,TW,,,,
15661,28/05/2017,MY,,,,
15666,21/04/2017,ID,,,,
15676,24/04/2017,PH,,,,
15686,25/04/2017,TW,,,,
15693,25/04/2017,TW,,,,
15703,2/05/2017,ID,,,,
15704,16/01/2017,TH,,,,
15714,19/02/2017,TW,,,,
15721,13/05/2017,VN,,,,
15725,14/03/2017,VN,,,,
15733,1/06/2017,MY,,,,
15734,13/01/2017,TH,,,,
15736,27/04/2017,SG,,,,
15742,1/06/2017,VN,,,,
15752,2/04/2017,PH,,,,
15757,5/01/2017,ID,,,,
15761,5/03/2017,TW,,,,
15769,7/04/2017,TH,,,,
15778,4/05/2017,SG,,,,
15783,10/03/2017,ID,,,,
15789,10/05/2017,SG,,,,
15794,18/05/2017,TW,,,,
15798,30/05/2017,VN,,,,
15804,14/04/2017,ID,,,,
15812,1/03/2017,PH,,,,
15821,13/04/2017,TH,,,,
15830,12/03/2017,ID,,,,
15837,18/02/2017,MY,,,,
15846,31/03/2017,ID,,,,
15853,15/04/2017,TH,,,,
15859,12/01/2017,PH,,,,
15865,8/03/2017,PH,,,,
15873,2/01/2017,TH,,,,
15874,1/05/2017,VN,,,,
15882,4/04/2017,TW,,,,
15887,24/05/2017,MY,,,,
15891,4/01/2017,SG,,,,
15897,1/04/2017,ID,,,,
15900,4/04/2017,TH,,,,
15908,16/05/2017,TH,,,,
15913,2/05/2017,SG,,,,
15916,8/05/2017,SG,,,,
15919,6/03/2017,ID,,,,
15924,29/03/2017,ID,,,,
15931,3/04/2017,VN,,,,
15939,24/03/2017,VN,,,,
15940,4/04/2017,MY,,,,
15946,4/04/2017,MY,,,,
15953,30/01/2017,VN,,,,
15962,27/03/2017,ID,,,,
15969,16/02/2017,VN,,,,
15971,1/02/2017,MY,,,,
15976,13/01/2017,ID,,,,
15982,17/05/2017,VN,,,,
15986,29/05/2017,MY,,,,
15990,16/02/2017,ID,,,,
15998,12/05/2017,ID,,,,
16008,27/02/2017,VN,,,,
16011,2/03/2017,VN,,,,
16016,1/05/2017,ID,,,,
16020,15/05/2017,PH,,,,
16021,2/03/2017,SG,,,,
16029,30/05/2017,SG,,,,
16032,24/05/2017,PH,,,,
16034,21/02/2017,SG,,,,
16035,28/04/2017,TW,,,,
16036,12/01/2017,VN,,,,
16037,19/05/2017,TW,,,,
16043,11/02/2017,MY,,,,
16053,16/05/2017,PH,,,,
16058,18/02/2017,TH,,,,
16064,22/05/2017,SG,,,,
16071,6/04/2017,VN,,,,
16077,12/04/2017,SG,,,,
16085,5/03/2017,PH,,,,
16095,28/01/2017,VN,,,,
16105,20/03/2017,TW,,,,
16112,13/01/2017,SG,,,,
16114,28/02/2017,SG,,,,
16117,29/01/2017,VN,,,,
16121,26/02/2017,SG,,,,
16128,7/02/2017,TW,,,,
16134,30/03/2017,ID,,,,
16140,2/02/2017,SG,,,,
16148,20/05/2017,MY,,,,
16151,3/04/2017,VN,,,,
16153,31/01/2017,MY,,,,
16162,8/04/2017,TW,,,,
16169,11/05/2017,MY,,,,
16173,18/01/2017,TW,,,,
16180,18/01/2017,SG,,,,
16186,19/05/2017,VN,,,,
16189,16/04/2017,SG,,,,
16193,14/04/2017,TW,,,,
16196,21/04/2017,MY,,,,
16203,28/02/2017,PH,,,,
16208,10/02/2017,ID,,,,
16210,28/05/2017,MY,,,,
16216,19/01/2017,PH,,,,
16217,8/02/2017,MY,,,,
16227,19/03/2017,MY,,,,
16235,14/04/2017,TH,,,,
16245,10/04/2017,VN,,,,
16255,2/03/2017,ID,,,,
16259,17/05/2017,MY,,,,
16261,17/04/2017,TW,,,,
16271,1/01/2017,SG,,,,
16278,24/03/2017,SG,,,,
16285,7/01/2017,VN,,,,
16290,4/05/2017,MY,,,,
16292,13/03/2017,ID,,,,
16302,9/01/2017,MY,,,,
16309,14/05/2017,ID,,,,
16317,10/01/2017,SG,,,,
16327,21/02/2017,TH,,,,
16334,25/03/2017,TH,,,,
16338,15/04/2017,ID,,,,
16342,7/03/2017,ID,,,,
16345,27/01/2017,TH,,,,
16346,30/05/2017,TW,,,,
16353,31/03/2017,SG,,,,
16361,13/05/2017,PH,,,,
16362,4/01/2017,MY,,,,
16370,12/03/2017,TH,,,,
16376,16/03/2017,PH,,,,
16385,16/02/2017,ID,,,,
16386,11/03/2017,TW,,,,
16387,2/02/2017,VN,,,,
16394,19/05/2017,PH,,,,
16404,13/04/2017,TW,,,,
16410,21/01/2017,PH,,,,
16420,5/04/2017,TW,,,,
16430,22/01/2017,TH,,,,
16431,21/05/2017,PH,,,,
16434,16/05/2017,TW,,,,
16443,16/05/2017,PH,,,,
16451,23/05/2017,TW,,,,
16456,12/03/2017,TW,,,,
16465,15/02/2017,VN,,,,
16466,9/05/2017,PH,,,,
16476,13/01/2017,MY,,,,
16477,27/03/2017,PH,,,,
16482,20/02/2017,SG,,,,
16487,11/04/2017,TH,,,,
16493,20/02/2017,TH,,,,
16499,8/04/2017,TW,,,,
16508,3/03/2017,ID,,,,
16509,17/04/2017,VN,,,,
16515,4/05/2017,TW,,,,
16523,15/03/2017,VN,,,,
16530,16/03/2017,VN,,,,
16539,25/02/2017,TW,,,,
16547,31/01/2017,TW,,,,
16552,12/02/2017,MY,,,,
16559,5/05/2017,SG,,,,
16561,24/01/2017,SG,,,,
16564,13/04/2017,VN,,,,
16571,19/01/2017,ID,,,,
16575,8/05/2017,TH,,,,
16584,5/03/2017,ID,,,,
16590,12/04/2017,VN,,,,
16597,7/03/2017,PH,,,,
16603,7/02/2017,PH,,,,
16606,25/04/2017,VN,,,,
16615,12/01/2017,PH,,,,
16619,4/05/2017,TW,,,,
16629,15/03/2017,TH,,,,
16637,28/02/2017,MY,,,,
16638,12/05/2017,TH,,,,
16642,1/03/2017,TW,,,,
16650,21/04/2017,MY,,,,
16657,1/01/2017,ID,,,,
16659,14/05/2017,VN,,,,
16668,2/05/2017,TH,,,,
16672,31/03/2017,MY,,,,
16682,20/03/2017,MY,,,,
16683,24/04/2017,PH,,,,
16688,2/02/2017,PH,,,,
16693,7/02/2017,ID,,,,
16701,18/02/2017,TW,,,,
16710,30/05/2017,SG,,,,
16714,25/02/2017,SG,,,,
16717,8/02/2017,TH,,,,
16727,27/03/2017,MY,,,,
16730,6/03/2017,ID,,,,
16732,5/03/2017,TH,,,,
16736,18/05/2017,SG,,,,
16745,29/03/2017,SG,,,,
16752,5/04/2017,SG,,,,
16755,22/01/2017,ID,,,,
16765,9/02/2017,VN,,,,
16767,24/03/2017,SG,,,,
16776,8/04/2017,SG,,,,
16786,31/05/2017,TW,,,,
16789,14/03/2017,TH,,,,
16798,6/01/2017,SG,,,,
16804,6/04/2017,ID,,,,
16812,18/05/2017,VN,,,,
16821,8/01/2017,TH,,,,
16830,19/02/2017,TH,,,,
16840,20/03/2017,MY,,,,
16845,5/02/2017,VN,,,,
16854,31/01/2017,VN,,,,
16862,8/03/2017,TH,,,,
16865,30/01/2017,TW,,,,
16869,12/02/2017,TH,,,,
16875,8/05/2017,TW,,,,
16880,9/04/2017,PH,,,,
16886,27/05/2017,VN,,,,
16889,9/03/2017,MY,,,,
16896,8/02/2017,TH,,,,
16899,6/03/2017,ID,,,,
16901,22/03/2017,SG,,,,
16902,27/05/2017,MY,,,,
16905,9/04/2017,TH,,,,
16911,24/04/2017,PH,,,,
16918,6/05/2017,VN,,,,
16923,11/02/2017,PH,,,,
16924,25/03/2017,SG,,,,
16930,2/02/2017,VN,,,,
16931,24/03/2017,TW,,,,
16937,11/01/2017,SG,,,,
16944,19/03/2017,MY,,,,
16953,21/04/2017,VN,,,,
16954,13/01/2017,SG,,,,
16959,1/02/2017,TH,,,,
16963,9/02/2017,TW,,,,
16969,24/04/2017,MY,,,,
16971,20/04/2017,MY,,,,
16974,1/06/2017,PH,,,,
16975,4/03/2017,TH,,,,
16984,12/04/2017,SG,,,,
16989,28/05/2017,TW,,,,
16995,25/02/2017,TW,,,,
17000,12/01/2017,PH,,,,
17009,23/03/2017,PH,,,,
17019,1/06/2017,VN,,,,
17027,2/01/2017,SG,,,,
17034,23/03/2017,TW,,,,
17042,7/02/2017,SG,,,,
17043,1/06/2017,PH,,,,
17051,29/01/2017,SG,,,,
17061,11/05/2017,SG,,,,
17070,18/02/2017,ID,,,,
17071,7/04/2017,PH,,,,
17076,1/02/2017,ID,,,,
17082,9/03/2017,TH,,,,
17083,11/01/2017,ID,,,,
17084,17/04/2017,ID,,,,
17088,25/05/2017,SG,,,,
17096,19/05/2017,ID,,,,
17099,7/03/2017,PH,,,,
17101,1/01/2017,PH,,,,
17102,27/02/2017,TW,,,,
17108,18/05/2017,TH,,,,
17113,8/03/2017,TH,,,,
17114,16/01/2017,TW,,,,
17117,27/01/2017,TW,,,,
17126,2/03/2017,SG,,,,
17135,17/03/2017,PH,,,,
17136,18/05/2017,TW,,,,
17142,6/04/2017,ID,,,,
17145,22/02/2017,VN,,,,
17152,8/04/2017,ID,,,,
17153,16/03/2017,SG,,,,
17161,6/02/2017,ID,,,,
17170,3/03/2017,VN,,,,
17178,9/01/2017,TW,,,,
17188,29/03/2017,VN,,,,
17193,2/01/2017,MY,,,,
17194,3/01/2017,ID,,,,
17196,20/04/2017,PH,,,,
17206,26/01/2017,VN,,,,
17214,14/02/2017,TH,,,,
17220,25/04/2017,MY,,,,
17226,2/02/2017,MY,,,,
17234,6/04/2017,PH,,,,
17243,4/04/2017,MY,,,,
17250,13/02/2017,SG,,,,
17260,10/03/2017,VN,,,,
17268,26/04/2017,MY,,,,
17275,28/05/2017,VN,,,,
17285,8/03/2017,SG,,,,
17291,4/02/2017,VN,,,,
17292,2/04/2017,VN,,,,
17294,14/02/2017,ID,,,,
17299,26/02/2017,SG,,,,
17305,11/02/2017,VN,,,,
17307,23/02/2017,TH,,,,
17317,17/01/2017,VN,,,,
17320,4/04/2017,VN,,,,
17323,13/05/2017,PH,,,,
17324,12/03/2017,TH,,,,
17328,25/03/2017,ID,,,,
17335,7/04/2017,ID,,,,
17345,23/04/2017,TW,,,,
17349,1/05/2017,VN,,,,
17354,22/03/2017,PH,,,,
17361,17/05/2017,TW,,,,
17366,22/05/2017,PH,,,,
17368,17/04/2017,SG,,,,
17374,1/02/2017,ID,,,,
17378,24/02/2017,SG,,,,
17386,6/05/2017,VN,,,,
17390,6/01/2017,ID,,,,
17393,30/05/2017,PH,,,,
17399,27/05/2017,ID,,,,
17408,20/02/2017,SG,,,,
17414,9/04/2017,VN,,,,
17415,1/01/2017,ID,,,,
17421,2/02/2017,SG,,,,
17430,28/02/2017,TW,,,,
17433,26/01/2017,ID,,,,
17439,18/03/2017,TW,,,,
17443,21/02/2017,SG,,,,
17446,27/01/2017,ID,,,,
17452,19/04/2017,ID,,,,
17453,6/01/2017,PH,,,,
17454,7/03/2017,VN,,,,
17457,15/01/2017,PH,,,,
17463,24/02/2017,TH,,,,
17471,3/03/2017,VN,,,,
17476,19/05/2017,VN,,,,
17477,13/03/2017,ID,,,,
17480,13/05/2017,TH,,,,
17485,29/04/2017,TW,,,,
17493,21/02/2017,TH,,,,
17498,10/01/2017,TW,,,,
17508,29/05/2017,MY,,,,
17518,29/05/2017,TH,,,,
17522,14/01/2017,VN,,,,
17526,23/03/2017,PH,,,,
17528,5/02/2017,TW,,,,
17529,10/01/2017,VN,,,,
17537,18/04/2017,TW,,,,
17543,9/01/2017,TW,,,,
17551,4/02/2017,TH,,,,
17555,20/03/2017,TH,,,,
17562,18/05/2017,SG,,,,
17571,23/05/2017,PH,,,,
17573,10/01/2017,SG,,,,
17581,16/05/2017,VN,,,,
17589,26/01/2017,TW,,,,
17590,21/04/2017,ID,,,,
17591,9/03/2017,TH,,,,
17599,17/05/2017,TH,,,,
17609,10/01/2017,MY,,,,
17617,27/01/2017,ID,,,,
17621,10/03/2017,ID,,,,
17628,8/05/2017,MY,,,,
17630,14/03/2017,TH,,,,
17638,26/05/2017,TW,,,,
17646,13/05/2017,MY,,,,
17654,1/05/2017,TH,,,,
17663,27/02/2017,PH,,,,
17664,7/01/2017,ID,,,,
17668,27/02/2017,TH,,,,
17677,17/02/2017,PH,,,,
17678,29/01/2017,TW,,,,
17685,9/05/2017,TH,,,,
17686,29/05/2017,ID,,,,
17688,9/01/2017,TH,,,,
17695,27/01/2017,SG,,,,
17696,10/05/2017,ID,,,,
17703,26/01/2017,MY,,,,
17706,8/02/2017,SG,,,,
17711,30/04/2017,ID,,,,
17713,8/02/2017,ID,,,,
17719,23/05/2017,PH,,,,
17724,18/04/2017,PH,,,,
17734,6/04/2017,PH,,,,
17738,26/02/2017,MY,,,,
17747,27/04/2017,PH,,,,
17748,27/04/2017,VN,,,,
17758,1/05/2017,MY,,,,
17763,21/03/2017,TH,,,,
17766,14/04/2017,PH,,,,
17768,18/01/2017,MY,,,,
17774,8/04/2017,TW,,,,
17782,10/01/2017,SG,,,,
17783,30/05/2017,PH,,,,
17784,5/05/2017,ID,,,,
17788,22/05/2017,TW,,,,
17794,21/01/2017,MY,,,,
17802,3/05/2017,MY,,,,
17804,29/05/2017,MY,,,,
17810,6/03/2017,VN,,,,
17820,7/01/2017,ID,,,,
17826,16/04/2017,ID,,,,
17827,31/05/2017,TH,,,,
17828,20/02/2017,VN,,,,
17830,13/03/2017,SG,,,,
17831,25/02/2017,VN,,,,
17834,17/02/2017,SG,,,,
17836,12/02/2017,SG,,,,
17838,3/04/2017,MY,,,,
17844,14/04/2017,SG,,,,
17850,17/05/2017,TH,,,,
17857,8/01/2017,TH,,,,
17864,5/02/2017,SG,,,,
17867,16/04/2017,SG,,,,
17871,8/04/2017,TW,,,,
17881,20/03/2017,VN,,,,
17890,28/05/2017,VN,,,,
17899,2/02/2017,PH,,,,
17907,10/03/2017,TH,,,,
17908,17/01/2017,VN,,,,
17914,5/01/2017,TH,,,,
17922,25/02/2017,ID,,,,
17929,17/05/2017,PH,,,,
17933,28/04/2017,MY,,,,
17941,21/04/2017,PH,,,,
17947,9/05/2017,MY,,,,
17949,20/03/2017,TW,,,,
17959,13/04/2017,PH,,,,
17962,18/02/2017,MY,,,,
17971,27/01/2017,TH,,,,
17973,9/04/2017,MY,,,,
17979,10/05/2017,SG,,,,
17989,24/05/2017,VN,,,,
17993,21/01/2017,TW,,,,
17999,27/05/2017,VN,,,,
18009,20/05/2017,MY,,,,
18016,25/02/2017,VN,,,,
18026,22/03/2017,MY,,,,
18035,19/03/2017,PH,,,,
18037,8/03/2017,TW,,,,
18045,22/01/2017,TH,,,,
18050,30/05/2017,SG,,,,
18057,23/04/2017,ID,,,,
18064,3/02/2017,VN,,,,
18065,15/05/2017,MY,,,,
18066,24/02/2017,TW,,,,
18075,29/05/2017,TW,,,,
18079,26/02/2017,PH,,,,
18087,12/01/2017,ID,,,,
18095,4/03/2017,ID,,,,
18099,1/01/2017,ID,,,,
18109,10/05/2017,SG,,,,
18119,7/03/2017,VN,,,,
18126,14/01/2017,SG,,,,
18136,26/01/2017,VN,,,,
18146,14/03/2017,MY,,,,
18153,26/02/2017,TW,,,,
18159,9/02/2017,VN,,,,
18166,8/02/2017,TW,,,,
18172,24/02/2017,PH,,,,
18181,23/02/2017,MY,,,,
18185,10/05/2017,TW,,,,
18193,9/01/2017,VN,,,,
18197,8/03/2017,SG,,,,
18205,4/04/2017,TW,,,,
18215,26/04/2017,VN,,,,
18225,2/04/2017,TH,,,,
18227,27/04/2017,SG,,,,
18230,27/05/2017,TW,,,,
18237,1/06/2017,VN,,,,
18239,13/03/2017,VN,,,,
18245,7/05/2017,VN,,,,
18254,13/03/2017,ID,,,,
18259,28/03/2017,MY,,,,
18262,14/05/2017,VN,,,,
18271,31/03/2017,ID,,,,
18280,9/05/2017,PH,,,,
18282,21/05/2017,ID,,,,
18289,6/01/2017,SG,,,,
18299,11/04/2017,TH,,,,
18300,26/01/2017,MY,,,,
18309,2/01/2017,VN,,,,
18319,19/04/2017,SG,,,,
18326,7/03/2017,TW,,,,
18331,11/04/2017,ID,,,,
18340,9/03/2017,MY,,,,
18348,1/05/2017,ID,,,,
18349,30/04/2017,ID,,,,
18357,1/04/2017,SG,,,,
18358,11/01/2017,PH,,,,
18364,21/05/2017,PH,,,,
18369,4/04/2017,TH,,,,
18377,18/04/2017,VN,,,,
18387,7/04/2017,VN,,,,
18390,8/03/2017,ID,,,,
18391,27/03/2017,MY,,,,
18398,12/05/2017,TH,,,,
18401,19/03/2017,PH,,,,
18410,16/04/2017,VN,,,,
18417,4/05/2017,SG,,,,
18426,19/01/2017,ID,,,,
18434,9/01/2017,VN,,,,
18442,9/03/2017,PH,,,,
18452,24/05/2017,ID,,,,
18453,1/02/2017,PH,,,,
18462,22/03/2017,TW,,,,
18465,12/01/2017,VN,,,,
18467,19/01/2017,VN,,,,
18474,19/03/2017,ID,,,,
18481,1/05/2017,MY,,,,
18485,1/06/2017,MY,,,,
18489,9/02/2017,TH,,,,
18494,22/02/2017,PH,,,,
18495,1/02/2017,ID,,,,
18500,6/04/2017,VN,,,,
18509,21/04/2017,ID,,,,
18510,4/03/2017,SG,,,,
18515,4/05/2017,PH,,,,
18517,4/04/2017,PH,,,,
18523,19/05/2017,TW,,,,
18533,27/04/2017,VN,,,,
18539,22/04/2017,MY,,,,
18542,26/02/2017,PH,,,,
18547,17/01/2017,TH,,,,
18554,9/02/2017,TH,,,,
18558,9/02/2017,MY,,,,
18561,12/01/2017,MY,,,,
18570,11/05/2017,TW,,,,
18577,29/05/2017,ID,,,,
18585,14/05/2017,TH,,,,
18592,12/05/2017,TH,,,,
18595,12/04/2017,PH,,,,
18597,26/01/2017,MY,,,,
18599,16/05/2017,TW,,,,
18606,30/05/2017,ID,,,,
18610,13/03/2017,TH,,,,
18620,30/01/2017,ID,,,,
18623,21/02/2017,TH,,,,
18629,27/05/2017,MY,,,,
18639,27/01/2017,SG,,,,
18647,21/02/2017,PH,,,,
18657,25/01/2017,MY,,,,
18658,4/02/2017,PH,,,,
18667,8/02/2017,VN,,,,
18668,11/01/2017,VN,,,,
18674,11/02/2017,TH,,,,
18684,12/04/2017,VN,,,,
18690,24/02/2017,MY,,,,
18697,5/05/2017,SG,,,,
18705,18/05/2017,PH,,,,
18707,31/01/2017,ID,,,,
18708,1/05/2017,TH,,,,
18710,11/03/2017,TW,,,,
18720,9/01/2017,VN,,,,
18725,3/05/2017,ID,,,,
18730,12/05/2017,TW,,,,
18735,7/01/2017,VN,,,,
18743,14/05/2017,ID,,,,
18752,5/05/2017,VN,,,,
18757,13/02/2017,TH,,,,
18764,3/01/2017,SG,,,,
18769,29/05/2017,VN,,,,
18778,25/01/2017,TW,,,,
18786,14/04/2017,TW,,,,
18796,6/02/2017,MY,,,,
18806,9/05/2017,MY,,,,
18809,24/03/2017,MY,,,,
18812,20/05/2017,SG,,,,
18815,22/04/2017,VN,,,,
18821,7/04/2017,ID,,,,
18826,18/02/2017,TW,,,,
18829,16/05/2017,PH,,,,
18839,23/02/2017,MY,,,,
18841,9/02/2017,ID,,,,
18847,19/04/2017,TW,,,,
18853,1/04/2017,PH,,,,
18861,28/03/2017,PH,,,,
18863,3/02/2017,VN,,,,
18869,5/01/2017,ID,,,,
18876,19/01/2017,TW,,,,
18885,4/05/2017,ID,,,,
18892,10/02/2017,TW,,,,
18896,17/01/2017,TW,,,,
18902,24/04/2017,ID,,,,
18907,19/05/2017,TW,,,,
18914,25/02/2017,SG,,,,
18920,2/03/2017,TH,,,,
18928,28/04/2017,SG,,,,
18930,12/02/2017,VN,,,,
18938,21/02/2017,SG,,,,
18944,30/04/2017,SG,,,,
18948,24/02/2017,VN,,,,
18952,23/01/2017,TW,,,,
18959,11/05/2017,TW,,,,
18960,7/05/2017,ID,,,,
18965,22/03/2017,VN,,,,
18970,27/04/2017,ID,,,,
18978,15/03/2017,SG,,,,
18979,1/05/2017,ID,,,,
18983,17/04/2017,MY,,,,
18990,3/02/2017,ID,,,,
18997,27/04/2017,ID,,,,
19001,4/04/2017,TW,,,,
19008,11/01/2017,VN,,,,
19010,15/01/2017,ID,,,,
19013,9/05/2017,TH,,,,
19019,23/02/2017,MY,,,,
19025,7/03/2017,TW,,,,
19033,16/03/2017,MY,,,,
19039,9/04/2017,TW,,,,
19045,13/02/2017,MY,,,,
19046,8/03/2017,PH,,,,
19048,14/03/2017,VN,,,,
19054,20/02/2017,MY,,,,
19059,31/01/2017,ID,,,,
19064,2/03/2017,ID,,,,
19069,22/02/2017,MY,,,,
19076,18/02/2017,MY,,,,
19077,3/05/2017,TW,,,,
19085,28/04/2017,ID,,,,
19094,23/05/2017,MY,,,,
19096,20/02/2017,TW,,,,
19100,27/01/2017,ID,,,,
19104,17/02/2017,MY,,,,
19109,21/04/2017,TH,,,,
19111,17/04/2017,PH,,,,
19115,2/01/2017,SG,,,,
19122,11/01/2017,MY,,,,
19129,31/05/2017,PH,,,,
19130,25/03/2017,MY,,,,
19131,2/04/2017,TW,,,,
19139,29/03/2017,VN,,,,
19146,13/05/2017,PH,,,,
19153,24/04/2017,TW,,,,
19159,1/03/2017,TW,,,,
19168,30/05/2017,VN,,,,
19176,1/04/2017,MY,,,,
19184,14/02/2017,PH,,,,
19187,30/05/2017,VN,,,,
19191,12/03/2017,VN,,,,
19197,20/05/2017,SG,,,,
19207,9/05/2017,ID,,,,
19214,23/01/2017,VN,,,,
19219,11/05/2017,PH,,,,
19223,15/05/2017,PH,,,,
19232,28/04/2017,ID,,,,
19235,13/05/2017,ID,,,,
19244,4/04/2017,VN,,,,
19252,17/05/2017,MY,,,,
19258,27/02/2017,PH,,,,
19259,1/01/2017,VN,,,,
19269,2/01/2017,ID,,,,
19276,27/01/2017,ID,,,,
19285,28/04/2017,ID,,,,
19288,30/05/2017,SG,,,,
19294,20/03/2017,ID,,,,
19303,23/02/2017,ID,,,,
19304,19/05/2017,TW,,,,
19307,4/05/2017,VN,,,,
19316,29/01/2017,ID,,,,
19325,30/05/2017,SG,,,,
19330,8/01/2017,PH,,,,
19332,11/03/2017,SG,,,,
19339,19/02/2017,PH,,,,
19344,18/05/2017,ID,,,,
19346,2/05/2017,ID,,,,
19348,9/02/2017,SG,,,,
19350,12/01/2017,MY,,,,
19354,3/01/2017,PH,,,,
19358,20/03/2017,PH,,,,
19361,10/02/2017,SG,,,,
19362,7/05/2017,TH,,,,
19372,20/01/2017,TW,,,,
19379,28/03/2017,MY,,,,
